観測点	真値	観測値
0.0976270078546495	2.429088882288259	3.4855623265469142
0.43037873274483895	8.827388705451856	8.6823199059266
0.20552675214328775	4.938789217950313	5.160161512758152
0.08976636599379373	2.2369849348870754	1.633048045844288
-0.15269040132219058	-3.744029738973926	-5.549266150050398
0.29178822613331223	6.693576149843151	7.155754290988657
-0.12482557747461498	-3.086000485111724	-2.4747517869950446
0.7835460015641595	9.21655895332022	8.691769034631372
0.9273255210020586	7.2495524624691186	8.854511348720278
-0.2331169623484446	-5.5293852520649995	-6.557777082898734
0.5834500761653292	9.945525219153819	9.977881377034713
0.05778983950580896	1.4473159717368551	1.3149570020549826
0.13608912218786462	3.3539950719428147	4.4378336484774685
0.8511932765853221	8.427171696354485	9.4661652465469
-0.8579278836042261	-8.334847176525686	-8.225282801087998
-0.8257414005969186	-8.75407486969813	-8.486673587696842
-0.9595632051193486	-6.668303491556809	-7.296062813946831
0.665239691095876	9.948903776092214	8.548269161260711
0.556313501899701	9.851367530943385	9.605356490897675
0.7400242964936383	9.585043828856987	9.695599245141938
